label,text_original,text_processed
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,447801259231 secret admir look make contact ufind rreveal think ur specialcal 09058094597
ham,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hear laptop case cant
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeee tel avent done sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay shine meant sign sound better
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told dat im baig face watch realli like watch gave co fr thanx everyth dat uve done today im touch
ham,U don't remember that old commercial?,dont rememb old commerci
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,late said websit didnt dont slipper
ham,I asked you to call him now ok,ask call ok
ham,Kallis wont bat in 2nd innings.,kalli wont bat 2nd inning
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work oh ok goodnight ill fix readi time wake dearli miss good night sleep
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratul ur award 500 cd voucher 125gift guarante free entri 100 wkli draw txt music 87066 tnc wwwldewcom1win150ppmx3age16
ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day da
ham,What you doing?how are you?,doinghow
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",up 3day also ship compani take 2wk way usp take week get lag may bribe nipost get stuff
ham,"I'm back, lemme know when you're ready",im back lem know your readi
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,dont necessarili expect done get back though im headin
ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummi babe nice jolt suzi
ham,Where are you lover ? I need you ...,lover need
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,im park next mini come today think
ham,Yup,yup
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway im go shop co si done yet dun disturb liao
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,luton 0125698789 ring ur around
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey realli horni want chat see nake text hot 69698 text charg 150pm unsubscrib text stop 69698
ham,Why you Dint come with us.,dint come us
ham,Same. Wana plan a trip sometme then,wana plan trip sometm
ham,"Not sure yet, still trying to get a hold of him",sure yet still tri get hold
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur rington servic chang 25 free credit go club4mobilescom choos content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
ham,The evo. I just had to download flash. Jealous?,evo download flash jealou
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
ham,"Come to mu, we're sorting out our narcotics situation",come mu sort narcot situat
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special 500 pound genuin hmv voucher answer easi question play send hmv 86688 infowww100percentrealcom
ham,"Usf I guess, might as well take 1 car",usf guess might well take car
ham,No objection. My bf not coming.,object bf come
ham,Thanx...,thanx
ham,Tell rob to mack his gf in the theater,tell rob mack gf theater
ham,"Awesome, I'll see you in a bit",awesom ill see bit
ham,Just sent it. So what type of food do you like?,sent type food like
ham,All done? All handed in? Celebrations in full swing yet?,done hand celebr full swing yet
ham,You got called a tool?,got call tool
ham,\Wen u miss someone,wen miss someon
ham,Ok. I asked for money how far,ok ask money far
ham,Okie...,oki
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy still pass last night get ahold anybodi let know ill throw
ham,"K, I might come by tonight then if my class lets out early",might come tonight class let earli
ham,Ok..,ok
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi babi im cruisin girl friend give call hour home that alright fone fone love jenni xxx
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot love life love peopl life world call friend call world ge
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens
ham,Hey you told your name to gautham ah?,hey told name gautham ah
ham,Haf u found him? I feel so stupid da v cam was working.,haf found feel stupid da cam work
ham,Oops. 4 got that bit.,oop got bit
ham,Are you this much buzy,much buzi
ham,I accidentally deleted the message. Resend please.,accident delet messag resend pleas
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,tmobil custom may claim free camera phone upgrad pay go sim card loyalti call 0845 021 3680offer end 28thfebtc appli
ham,Unless it's a situation where YOU GO GURL would be more appropriate,unless situat go gurl would appropri
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt teas make cri end life die plz keep one rose grave say stupid miss nice day bslvyl
ham,I cant pick the phone right now. Pls send a message,cant pick phone right pl send messag
ham,Need a coffee run tomo?Can't believe it's that time of week already,need coffe run tomoc believ time week alreadi
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesom rememb last time got somebodi high first time diesel
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit realli shock scari cant imagin second def night think somewher could crash night save taxi
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridg want go meal tonight
ham,He is a womdarfull actor,womdarful actor
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sm ac blind date 4u rodds1 21m aberdeen unit kingdom check httpimg sm acwicmb3cktz8r74 blind date send hide
ham,Yup... From what i remb... I think should be can book... ,yup remb think book
ham,Jos ask if u wana meet up?,jo ask wana meet
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol ye friendship hang thread caus wont buy stuff
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",themob check newest select content game tone gossip babe sport keep mobil fit funki text wap 82468
ham,Where are the garage keys? They aren't on the bookshelf,garag key arent bookshelf
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win 200 week weekli quiz text play 85222 nowtc winnersclub po box 84 m26 3uz 16 gbp150week
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,say hell give call friend got money he definit buy end week
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way 2day normal waythi real ur uniquei hope know rest mylif hope find wot lost
ham,You made my day. Do have a great day too.,made day great day
ham,K.k:)advance happy pongal.,kkadvanc happi pongal
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess go kb power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
ham,"Not really dude, have no friends i'm afraid :(",realli dude friend im afraid
